regime_id,bootstrap,slope_loop_to_overload
R1,894,-5.569793527862101
R1,895,-2.395544472996918
R1,896,-1.663489775810875
R1,897,5.990768801512708
R1,898,4.876981178378456
R1,899,4.212240947656011
R1,900,4.231323481349906
R1,901,4.641282126003418
R1,902,4.671785338462496
R1,903,3.6879228514630897
R1,904,-1.2748284335490734
R1,905,-5.484564645689574
R1,906,-3.0635324642861903
R1,907,-1.2584314288775127
R1,908,-0.3445577175067313
R1,909,-5.180139517293864
R1,910,-0.9541515974578009
R1,911,3.886464333485281
R1,912,-4.36272750303952
R1,913,-0.3300047733562813
R1,914,-4.004706808366913
R1,915,-4.620952205744752
R1,916,4.293775984410355
R1,917,-2.280084672154508
R1,918,4.667239692109044
R1,919,-1.8747163525017174
R1,920,-1.10248010354003
R1,921,-0.6080549127540601
R1,922,6.071027274540781
R1,923,3.8381653095821546
R1,924,-1.6618677414292107
R1,925,-5.4612092065704765
R1,926,3.819704015319992
R1,927,5.083757610604504
R1,928,-5.40361809627513
R1,929,-3.582996996864046
R1,930,-1.5392811460172766
R1,931,5.73985981442926
R1,932,-2.9357371490249355
R1,933,4.233960830274251
R1,934,-4.338523163929074
R1,935,3.852347595340789
R1,936,-2.3779899462687086
R1,937,3.045344799763462
R1,938,-0.9016313900503874
R1,939,-2.031271270812873
R1,940,0.13707763174768492
R1,941,4.486908653444039
R1,942,-5.306313865591694
R1,943,4.70057131012483
R1,944,5.182276738498392
R1,945,4.140124307671254
R1,946,-4.440832515877078
R1,947,4.319289440101392
R1,948,-1.606046126958333
R1,949,3.424830284742916
R1,950,3.7942750891063564
R1,951,-2.6067622280053317
R1,952,3.7312565194505836
R1,953,-3.2357203974774955
R1,954,4.964674521985415
R1,955,-6.873004527315267
R1,956,-1.8451246140734723
R1,957,5.71269731708681
R1,958,-3.888551333017466
R1,959,-4.401059636122129
R1,960,-1.8972944644029393
R1,961,4.570694926061564
R1,962,-3.893212723527889
R1,963,5.984107883064851
R1,964,-1.6452862263901498
R1,965,5.388651711139981
R1,966,4.660605984976313
R1,967,-1.1234167173302025
R1,968,-2.8483126152255855
R1,969,4.166128002282433
R1,970,-3.642004374038914
R1,971,-3.435329441545736
R1,972,-1.3084272647575959
R1,973,-2.88889563570013
R1,974,-1.9623685248961718
R1,975,-3.5063773093427337
R1,976,-0.37216358415324285
R1,977,5.801408353010763
R1,978,-0.8812608512695346
R1,979,-3.8777328430520166
R1,980,-4.995260477356488
R1,981,-4.324437047885482
R1,982,-6.253679977100451
R1,983,3.713015069595823
R1,984,-0.9225472430554773
R1,985,-2.713630218915062
